slide_type,layout_variant,source,gesture,click_cost,click_score,tap_reveal_default,branch_count,branches,notes
logic_flow,urgencias-stroke-elimination-tap,bespoke,funnel,medium,2,yes,1,urgencias_avc_iam,tap sequential (N steps)
logic_flow,urgencias-xabcde-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_xabcde_trauma,tap sequential (N steps)
logic_flow,vertical,generic,list_cards,medium,2,n/a,50,adolescente_desenvolvimento|adolescente_generico|adolescente_saude_mental|adolescente_violencia_protecao|cme_autoclave_metodos|cme_vf_ce|curativos_bandagem_imobilizacao|curativos_desbridamento|curativos_dreno|curativos_estomia|curativos_exceto_incorreta|curativos_generico|curativos_lpp|curativos_tecnica_assepsia|curativos_termoterapia|farmaco_generico|feridas_cicatrizacao|feridas_classificacao|feridas_curativo_tipo|feridas_generico|feridas_grande_queimado|feridas_grau_profundidade|feridas_scq_calculo|feridas_scq_regra9|historia_comunicacao_etica|historia_generico|historia_humanizacao|historia_nightingale|imunizacao_exceto|imunizacao_generico|mental_aps_acolhimento|mental_dependencia_tabagismo|mental_depressao|mental_generico|mulher_generico|perioperatorio_generico|perioperatorio_isc|pt_concordancia_generico|pt_crase_generico|pt_pontuacao_generico|pt_pronomes_colocacao_generico|pt_termos_oracao_generico|respiratorio_generico|sonda_generico|sp_generico|sp_metas_internacionais|trabalho_ergonomia|trabalho_generico|trabalho_nr15_reference|via_generico,genérico; custo = N steps do JSON
logic_flow,vitals-translate-tap,bespoke,funnel,medium,2,yes,0,(não mapeado em BRANCH_DESIGN_MAP),tap sequential (N steps)
logic_flow,wound-prep-tap-flow,bespoke,funnel,medium,2,yes,2,curativos_cobertura_selecao|curativos_ferida_cirurgica,tap sequential (N steps)
concept_map,bridge,generic,list_cards,low,1,n/a,7,cam_generico|cme_generico|cme_preparo_limpeza|cme_processamento_conceito|historia_comunicacao_etica|historia_nightingale|puncao_generico,leitura/scan
concept_map,grid,generic,list_cards,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
concept_map,lab-specimen-chain,bespoke,rail,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
concept_map,molecular,generic,list_cards,low,1,n/a,1,bacterianas_generico,leitura/scan
concept_map,morphological,bespoke,list_cards,low,1,n/a,49,adolescente_desenvolvimento|adolescente_generico|adolescente_saude_mental|adolescente_violencia_protecao|calc_conceito|calc_generico|cme_autoclave_metodos|cme_vf_ce|curativos_bandagem_imobilizacao|curativos_desbridamento|curativos_dreno|curativos_estomia|curativos_exceto_incorreta|curativos_generico|curativos_tecnica_assepsia|curativos_termoterapia|farmaco_generico|feridas_atendimento_inicial|feridas_cicatrizacao|feridas_classificacao|feridas_curativo_tipo|feridas_generico|historia_generico|historia_humanizacao|imunizacao_exceto|imunizacao_generico|mental_aps_acolhimento|mental_dependencia_tabagismo|mental_depressao|mental_generico|mulher_generico|perioperatorio_generico|perioperatorio_isc|pt_concordancia_generico|pt_crase_generico|pt_pontuacao_generico|pt_pronomes_colocacao_generico|pt_termos_oracao_generico|respiratorio_asma_crise|respiratorio_generico|respiratorio_tecnica_inalador|sonda_generico|sp_generico|sp_metas_internacionais|trabalho_ergonomia|trabalho_generico|trabalho_nr15_reference|via_generico|via_tecnica_admin,leitura/scan
concept_map,procedure-protocol,bespoke,deck,low,1,n/a,3,curativos_ferida_cirurgica|sonda_instalacao_protocolo|sonda_medicao_nex,leitura/scan
concept_map,sae-documentation,bespoke,deck,low,1,n/a,1,sae_documentacao,leitura/scan
concept_map,stack,generic,list_cards,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
concept_map,survival-chain,bespoke,rail,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
concept_map,sus-legal-pillars,bespoke,deck,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
concept_map,vitals-panel,bespoke,deck,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura/scan
danger_zone,cards,generic,list_cards,low,1,no,11,bacterianas_generico|cam_generico|cme_generico|cme_preparo_limpeza|cme_processamento_conceito|puncao_generico|respiratorio_asma_crise|respiratorio_dpoc_oxigenio|respiratorio_tecnica_inalador|urgencias_manchester_triagem|via_tecnica_admin,scan sem reveal obrigatório
danger_zone,compact,generic,list_cards,low,1,no,0,(não mapeado em BRANCH_DESIGN_MAP),scan sem reveal obrigatório
danger_zone,list,generic,list_cards,low,1,no,4,bacterianas_generico|cme_generico|cme_preparo_limpeza|cme_processamento_conceito,scan sem reveal obrigatório
golden_rule,adolescent-speak-barrier-board,bespoke,matrix_board,low,1,n/a,1,adolescente_etica_sigilo,tabela/board scanável
golden_rule,adolescent-z-band-board,bespoke,rail,low,1,n/a,1,adolescente_antropometria,tabela/board scanável
golden_rule,banner,generic,list_cards,low,1,n/a,2,respiratorio_asma_crise|via_tecnica_admin,leitura
golden_rule,biosseg-reference-board,bespoke,matrix_board,low,1,n/a,1,biosseg_generico,tabela/board scanável
golden_rule,burn-rule-nine-board,bespoke,matrix_board,low,1,n/a,3,feridas_grande_queimado|feridas_scq_calculo|feridas_scq_regra9,tabela/board scanável
golden_rule,cam-documentacao-board,bespoke,matrix_board,low,1,n/a,1,cam_documentacao,tabela/board scanável
golden_rule,cam-exceto-reference-board,bespoke,matrix_board,low,1,n/a,1,cam_exceto_conduta,tabela/board scanável
golden_rule,cam-high-risk-protocol-board,bespoke,matrix_board,low,1,n/a,1,cam_alto_risco,tabela/board scanável
golden_rule,cam-nine-rights-board,bespoke,matrix_board,low,1,n/a,1,cam_certos_vf_caso,tabela/board scanável
golden_rule,center,generic,list_cards,low,1,n/a,6,cam_generico|curativos_generico|farmaco_generico|feridas_generico|respiratorio_generico|via_generico,leitura
golden_rule,compact,generic,list_cards,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),leitura
golden_rule,crianca-dehydration-board,bespoke,matrix_board,low,1,n/a,1,crianca_desidratacao,tabela/board scanável
golden_rule,crianca-dev-board,bespoke,matrix_board,low,1,n/a,1,crianca_desenvolvimento,tabela/board scanável
golden_rule,crianca-feeding-board,bespoke,matrix_board,low,1,n/a,1,crianca_aleitamento_nutricao,tabela/board scanável
golden_rule,crianca-neonatal-board,bespoke,matrix_board,low,1,n/a,1,crianca_neonatologia,tabela/board scanável
golden_rule,crianca-pediatric-board,bespoke,matrix_board,low,1,n/a,1,crianca_generico,tabela/board scanável
golden_rule,crianca-puericultura-board,bespoke,matrix_board,low,1,n/a,1,crianca_aps_puericultura,tabela/board scanável
golden_rule,crianca-screening-board,bespoke,matrix_board,low,1,n/a,1,crianca_triagem_neonatal,tabela/board scanável
golden_rule,dressing-match-matrix,bespoke,matrix_board,low,1,n/a,1,curativos_cobertura_selecao,tabela/board scanável
golden_rule,farmaco-clinico-reference-board,bespoke,matrix_board,low,1,n/a,1,farmaco_clinico_protocolo,tabela/board scanável
golden_rule,ist-reference-board,bespoke,matrix_board,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),tabela/board scanável
golden_rule,itu-bundle-letter-board,bespoke,matrix_board,low,1,n/a,1,biosseg_iras_itu_cateter,tabela/board scanável
golden_rule,iv-antisepsis-board,bespoke,matrix_board,low,1,n/a,1,puncao_periferica_antissepsia,tabela/board scanável
golden_rule,iv-device-reference-board,bespoke,matrix_board,low,1,n/a,1,puncao_dispositivo,tabela/board scanável
golden_rule,iv-differential-board,bespoke,matrix_board,low,1,n/a,1,puncao_flebite,tabela/board scanável
golden_rule,iv-exceto-command-board,bespoke,matrix_board,low,1,n/a,1,puncao_exceto,tabela/board scanável
golden_rule,iv-interval-board,bespoke,matrix_board,low,1,n/a,1,puncao_tempo,tabela/board scanável
golden_rule,mental-crisis-ladder-board,bespoke,rail,low,1,n/a,1,mental_crise_caps,tabela/board scanável
golden_rule,mental-raps-tier-board,bespoke,matrix_board,low,1,n/a,1,mental_raps_legis,tabela/board scanável
golden_rule,minimal,generic,list_cards,low,1,n/a,4,bacterianas_generico|cme_generico|cme_preparo_limpeza|cme_processamento_conceito,leitura
golden_rule,mulher-mama-board,bespoke,matrix_board,low,1,n/a,1,mulher_mama,tabela/board scanável
golden_rule,mulher-papanicolau-board,bespoke,matrix_board,low,1,n/a,1,mulher_papanicolau,tabela/board scanável
golden_rule,mulher-parto-humanizado-board,bespoke,matrix_board,low,1,n/a,1,mulher_parto,tabela/board scanável
golden_rule,mulher-planejamento-board,bespoke,matrix_board,low,1,n/a,1,mulher_planejamento,tabela/board scanável
golden_rule,mulher-prenatal-board,bespoke,matrix_board,low,1,n/a,1,mulher_prenatal,tabela/board scanável
golden_rule,mulher-puerperio-board,bespoke,matrix_board,low,1,n/a,1,mulher_puerperio,tabela/board scanável
golden_rule,peri-aldrete-board,bespoke,matrix_board,low,1,n/a,1,perioperatorio_pos_operatorio,tabela/board scanável
golden_rule,peri-preop-prep-board,bespoke,matrix_board,low,1,n/a,1,perioperatorio_pre_operatorio,tabela/board scanável
golden_rule,peri-protocol-reference-board,bespoke,matrix_board,low,1,n/a,1,perioperatorio_protocolo,tabela/board scanável
golden_rule,peri-vf-reference-board,bespoke,matrix_board,low,1,n/a,1,perioperatorio_vf,tabela/board scanável
golden_rule,pk-pd-reference-board,bespoke,matrix_board,low,1,n/a,1,farmaco_pk_pd_vf,tabela/board scanável
golden_rule,pni-calendar-board,bespoke,timeline,low,1,n/a,1,imunizacao_calendario,tabela/board scanável
golden_rule,pni-interval-matrix,bespoke,matrix_board,low,1,n/a,1,imunizacao_vf_intervalos,tabela/board scanável
golden_rule,pni-temperature-rail,bespoke,rail,low,1,n/a,1,imunizacao_cadeia_frio,tabela/board scanável
golden_rule,pt-clitic-rail-board,bespoke,rail,low,1,n/a,1,pt_pronomes_colocacao,tabela/board scanável
golden_rule,pt-comma-rail-board,bespoke,rail,low,1,n/a,1,pt_pontuacao,tabela/board scanável
golden_rule,pt-crase-funnel-board,bespoke,funnel,low,1,n/a,1,pt_crase,tabela/board scanável
golden_rule,pt-subject-focus-board,bespoke,matrix_board,low,1,n/a,1,pt_concordancia,tabela/board scanável
golden_rule,pt-term-matrix-board,bespoke,matrix_board,low,1,n/a,1,pt_termos_oracao,tabela/board scanável
golden_rule,reference_table,generic,matrix_board,low,1,n/a,47,adolescente_desenvolvimento|adolescente_generico|adolescente_saude_mental|adolescente_violencia_protecao|calc_conceito|calc_generico|cme_autoclave_metodos|cme_vf_ce|curativos_bandagem_imobilizacao|curativos_desbridamento|curativos_dreno|curativos_estomia|curativos_exceto_incorreta|curativos_ferida_cirurgica|curativos_lpp|curativos_tecnica_assepsia|curativos_termoterapia|feridas_atendimento_inicial|feridas_cicatrizacao|feridas_classificacao|feridas_curativo_tipo|feridas_grau_profundidade|historia_comunicacao_etica|historia_generico|historia_humanizacao|historia_nightingale|imunizacao_exceto|imunizacao_generico|mental_aps_acolhimento|mental_dependencia_tabagismo|mental_depressao|mental_generico|mulher_generico|perioperatorio_generico|perioperatorio_isc|pt_concordancia_generico|pt_crase_generico|pt_pontuacao_generico|pt_pronomes_colocacao_generico|pt_termos_oracao_generico|puncao_generico|respiratorio_tecnica_inalador|sonda_generico|sp_generico|sp_metas_internacionais|trabalho_ergonomia|trabalho_generico,tabela/board scanável
golden_rule,respiratorio-spo2-reference-board,bespoke,matrix_board,low,1,n/a,2,respiratorio_dpoc_oxigenio|respiratorio_vf_asma_dpoc,tabela/board scanável
golden_rule,sae-reference-board,bespoke,matrix_board,low,1,n/a,4,sae_documentacao|sae_etapas|sae_exceto|sae_generico,tabela/board scanável
golden_rule,sonda-measurement-board,bespoke,matrix_board,low,1,n/a,2,sonda_instalacao_protocolo|sonda_medicao_nex,tabela/board scanável
golden_rule,sp-nsp-reference-board,bespoke,matrix_board,low,1,n/a,3,sp_eventos_adversos|sp_identificacao|sp_prevencao_quedas,tabela/board scanável
golden_rule,tb-precaution-board,bespoke,matrix_board,low,1,n/a,1,bacterianas_tuberculose,tabela/board scanável
golden_rule,trabalho-nr32-reference-board,bespoke,matrix_board,low,1,n/a,3,trabalho_nr15_reference|trabalho_pep_trap|trabalho_vf_nr32,tabela/board scanável
golden_rule,urgencias-cincinnati-board,bespoke,matrix_board,low,1,n/a,1,urgencias_avc_iam,tabela/board scanável
golden_rule,urgencias-exceto-reference-board,bespoke,matrix_board,low,1,n/a,1,urgencias_exceto_conduta,tabela/board scanável
golden_rule,urgencias-heimlich-board,bespoke,matrix_board,low,1,n/a,1,urgencias_engasgo,tabela/board scanável
golden_rule,urgencias-manchester-board,bespoke,matrix_board,low,1,n/a,1,urgencias_manchester_triagem,tabela/board scanável
golden_rule,urgencias-pediatric-params-board,bespoke,matrix_board,low,1,n/a,1,urgencias_rcp_pediatrico,tabela/board scanável
golden_rule,urgencias-protocol-reference-board,bespoke,matrix_board,low,1,n/a,5,urgencias_anafilaxia|urgencias_convulsao|urgencias_generico|urgencias_queimadura|urgencias_vf_protocolo,tabela/board scanável
golden_rule,urgencias-rcp-params-board,bespoke,matrix_board,low,1,n/a,1,urgencias_rcp_sbv,tabela/board scanável
golden_rule,urgencias-shock-reference-board,bespoke,matrix_board,low,1,n/a,1,urgencias_choque,tabela/board scanável
golden_rule,urgencias-trauma-reference-board,bespoke,matrix_board,low,1,n/a,1,urgencias_xabcde_trauma,tabela/board scanável
golden_rule,via-reference-board,bespoke,matrix_board,low,1,n/a,1,via_vf_absorcao,tabela/board scanável
golden_rule,vitals-reference-board,bespoke,matrix_board,low,1,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),tabela/board scanável
